THE	BY	HASBEEN	INTO	ONTO	AGT	AGTFOC	BENREC	BENFOC	CAUSAGT	CAUSAGTFOC	COM	COMFOC	EXP	EXPFOC	PAT	PATFOC	PRED	PREDFOC	THM	TID_ON	TID_AT	TID_IN	TID_BY	TID_UNTIL	TID_FREQ	TID_DUR	TID_PT	EXT	EXT_CAUS	LOC_AT	LOC_IN	LOC_ON	LOC	LOCFOC	ACT	ACT_LOC	ACT_CAUS	STAT	ERG	STAT_BODY	STAT_THAT	STAT_TO	STAT_BEN	STAT_CAUS_BENFOC	STAT_CAUS	BEN_STAT_CAUS	PRED_STAT_CAUS	STAT_COM	COMPLEX_CAUS	STAT_EXP	STAT_CAUS_EXP	FINSTAT_CAUS	FINSTAT_PRED_DESC	FINSTAT_AGT	FINSTAT_THM_DESC	FINSTAT_EXP
the	-(e)d by	has been V+ing;	into	onto	6the accused	6the accused is who	6the accused	6the accused is who	6the accused	6the accused is who	6the accused	6the accused is who	6the accused	6the accused is who	6the accused	6the accused is who	6the accused	6the accused is who	7globe trotting																																					
the	-(e)d by	has been V+ing;	into	onto	6the disadvantaged	6the disadvantaged is who	6the disadvantaged	6the disadvantaged is who	6the disadvantaged	6the disadvantaged is who	6the disadvantaged	6the disadvantaged is who	6the disadvantaged	6the disadvantaged is who	6the disadvantaged	6the disadvantaged is who	6the disadvantaged	6the disadvantaged is who	7gloom																																					
the	-(e)d by	has been V+ing;	into	onto	6the great unwashed	6the great unwashed is who	6the great unwashed	6the great unwashed is who	6the great unwashed	6the great unwashed is who	6the great unwashed	6the great unwashed is who	6the great unwashed	6the great unwashed is who	6the great unwashed	6the great unwashed is who	6the great unwashed	6the great unwashed is who	7glue sniffing																																					
the	-(e)d by	has been V+ing;	into	onto	6the herd	6the herd is who	6the herd	6the herd is who	6the herd	6the herd is who	6the herd	6the herd is who	6the herd	6the herd is who	6the herd	6the herd is who	6the herd	6the herd is who	7godsend																																					
the	-(e)d by	has been V+ing;	into	onto	6the infant	6the infant is who	6the infant	6the infant is who	6the infant	6the infant is who	6the infant	6the infant is who	6the infant	6the infant is who	6the infant	6the infant is who	6the infant	6the infant is who	7gondola																																					
the	-(e)d by	has been V+ing;	into	onto	6the needy	6the needy is who	6the needy	6the needy is who	6the needy	6the needy is who	6the needy	6the needy is who	6the needy	6the needy is who	6the needy	6the needy is who	6the needy	6the needy is who	7gong																																					
the	-(e)d by	has been V+ing;	into	onto	6the nobility	6the nobility is who	6the nobility	6the nobility is who	6the nobility	6the nobility is who	6the nobility	6the nobility is who	6the nobility	6the nobility is who	6the nobility	6the nobility is who	6the nobility	6the nobility is who	7goo																																					
the	-(e)d by	has been V+ing;	into	onto	6the privileged	6the privileged is who	6the privileged	6the privileged is who	6the privileged	6the privileged is who	6the privileged	6the privileged is who	6the privileged	6the privileged is who	6the privileged	6the privileged is who	6the privileged	6the privileged is who	7goodies																																					
the	-(e)d by	has been V+ing;	into	onto	6the reception	6the reception is who	6the reception	6the reception is who	6the reception	6the reception is who	6the reception	6the reception is who	6the reception	6the reception is who	6the reception	6the reception is who	6the reception	6the reception is who	7goodwill																																					
the	-(e)d by	has been V+ing;	into	onto	6the saviour	6the saviour is who	6the saviour	6the saviour is who	6the saviour	6the saviour is who	6the saviour	6the saviour is who	6the saviour	6the saviour is who	6the saviour	6the saviour is who	6the saviour	6the saviour is who	7gorge																																					
the	-(e)d by	has been V+ing;	into	onto	6the subnormal	6the subnormal is who	6the subnormal	6the subnormal is who	6the subnormal	6the subnormal is who	6the subnormal	6the subnormal is who	6the subnormal	6the subnormal is who	6the subnormal	6the subnormal is who	6the subnormal	6the subnormal is who	7gorgeous																																					
the	-(e)d by	has been V+ing;	into	onto	6the unwashed	6the unwashed is who	6the unwashed	6the unwashed is who	6the unwashed	6the unwashed is who	6the unwashed	6the unwashed is who	6the unwashed	6the unwashed is who	6the unwashed	6the unwashed is who	6the unwashed	6the unwashed is who	7gospel																																					
the	-(e)d by	has been V+ing;	into	onto	6thinker	6thinker is who	6thinker	6thinker is who	6thinker	6thinker is who	6thinker	6thinker is who	6thinker	6thinker is who	6thinker	6thinker is who	6thinker	6thinker is who	7gospel music																																					
the	-(e)d by	has been V+ing;	into	onto	6titan	6titan is who	6titan	6titan is who	6titan	6titan is who	6titan	6titan is who	6titan	6titan is who	6titan	6titan is who	6titan	6titan is who	7gospel truth																																					
the	-(e)d by	has been V+ing;	into	onto	6tobacconist	6tobacconist is who	6tobacconist	6tobacconist is who	6tobacconist	6tobacconist is who	6tobacconist	6tobacconist is who	6tobacconist	6tobacconist is who	6tobacconist	6tobacconist is who	6tobacconist	6tobacconist is who	7gram																																					
the	-(e)d by	has been V+ing;	into	onto	6tory	6tory is who	6tory	6tory is who	6tory	6tory is who	6tory	6tory is who	6tory	6tory is who	6tory	6tory is who	6tory	6tory is who	7gramophone																																					
the	-(e)d by	has been V+ing;	into	onto	6tough	6tough is who	6tough	6tough is who	6tough	6tough is who	6tough	6tough is who	6tough	6tough is who	6tough	6tough is who	6tough	6tough is who	7grand jury																																					
the	-(e)d by	has been V+ing;	into	onto	6townspeople	6townspeople is who	6townspeople	6townspeople is who	6townspeople	6townspeople is who	6townspeople	6townspeople is who	6townspeople	6townspeople is who	6townspeople	6townspeople is who	6townspeople	6townspeople is who	7grand slam																																					
the	-(e)d by	has been V+ing;	into	onto	6tradesman	6tradesman is who	6tradesman	6tradesman is who	6tradesman	6tradesman is who	6tradesman	6tradesman is who	6tradesman	6tradesman is who	6tradesman	6tradesman is who	6tradesman	6tradesman is who	7grandstand																																					
the	-(e)d by	has been V+ing;	into	onto	6trainee	6trainee is who	6trainee	6trainee is who	6trainee	6trainee is who	6trainee	6trainee is who	6trainee	6trainee is who	6trainee	6trainee is who	6trainee	6trainee is who	7grant																																					
the	-(e)d by	has been V+ing;	into	onto	6translator	6translator is who	6translator	6translator is who	6translator	6translator is who	6translator	6translator is who	6translator	6translator is who	6translator	6translator is who	6translator	6translator is who	7grapevine																																					
the	-(e)d by	has been V+ing;	into	onto	6travel agent	6travel agent is who	6travel agent	6travel agent is who	6travel agent	6travel agent is who	6travel agent	6travel agent is who	6travel agent	6travel agent is who	6travel agent	6travel agent is who	6travel agent	6travel agent is who	7grassland																																					
the	-(e)d by	has been V+ing;	into	onto	6travelling salesman	6travelling salesman is who	6travelling salesman	6travelling salesman is who	6travelling salesman	6travelling salesman is who	6travelling salesman	6travelling salesman is who	6travelling salesman	6travelling salesman is who	6travelling salesman	6travelling salesman is who	6travelling salesman	6travelling salesman is who	7grate																																					
the	-(e)d by	has been V+ing;	into	onto	6triplet	6triplet is who	6triplet	6triplet is who	6triplet	6triplet is who	6triplet	6triplet is who	6triplet	6triplet is who	6triplet	6triplet is who	6triplet	6triplet is who	7gratings																																					
the	-(e)d by	has been V+ing;	into	onto	6trooper	6trooper is who	6trooper	6trooper is who	6trooper	6trooper is who	6trooper	6trooper is who	6trooper	6trooper is who	6trooper	6trooper is who	6trooper	6trooper is who	7gravitas																																					
the	-(e)d by	has been V+ing;	into	onto	6trucker	6trucker is who	6trucker	6trucker is who	6trucker	6trucker is who	6trucker	6trucker is who	6trucker	6trucker is who	6trucker	6trucker is who	6trucker	6trucker is who	7gravity																																					
the	-(e)d by	has been V+ing;	into	onto	6twosome	6twosome is who	6twosome	6twosome is who	6twosome	6twosome is who	6twosome	6twosome is who	6twosome	6twosome is who	6twosome	6twosome is who	6twosome	6twosome is who	7grazing																																					
the	-(e)d by	has been V+ing;	into	onto	6typist	6typist is who	6typist	6typist is who	6typist	6typist is who	6typist	6typist is who	6typist	6typist is who	6typist	6typist is who	6typist	6typist is who	7grease																																					
the	-(e)d by	has been V+ing;	into	onto	6unbeliever	6unbeliever is who	6unbeliever	6unbeliever is who	6unbeliever	6unbeliever is who	6unbeliever	6unbeliever is who	6unbeliever	6unbeliever is who	6unbeliever	6unbeliever is who	6unbeliever	6unbeliever is who	7greed																																					
the	-(e)d by	has been V+ing;	into	onto	6untouchable	6untouchable is who	6untouchable	6untouchable is who	6untouchable	6untouchable is who	6untouchable	6untouchable is who	6untouchable	6untouchable is who	6untouchable	6untouchable is who	6untouchable	6untouchable is who	7greenery																																					
the	-(e)d by	has been V+ing;	into	onto	6utiliser	6utiliser is who	6utiliser	6utiliser is who	6utiliser	6utiliser is who	6utiliser	6utiliser is who	6utiliser	6utiliser is who	6utiliser	6utiliser is who	6utiliser	6utiliser is who	7grievances																																					
the	-(e)d by	has been V+ing;	into	onto	6vegan	6vegan is who	6vegan	6vegan is who	6vegan	6vegan is who	6vegan	6vegan is who	6vegan	6vegan is who	6vegan	6vegan is who	6vegan	6vegan is who	7grim reaper																																					
the	-(e)d by	has been V+ing;	into	onto	6vegetarian	6vegetarian is who	6vegetarian	6vegetarian is who	6vegetarian	6vegetarian is who	6vegetarian	6vegetarian is who	6vegetarian	6vegetarian is who	6vegetarian	6vegetarian is who	6vegetarian	6vegetarian is who	7grip																																					
the	-(e)d by	has been V+ing;	into	onto	6viking	6viking is who	6viking	6viking is who	6viking	6viking is who	6viking	6viking is who	6viking	6viking is who	6viking	6viking is who	6viking	6viking is who	7grizzly																																					
the	-(e)d by	has been V+ing;	into	onto	6virgin	6virgin is who	6virgin	6virgin is who	6virgin	6virgin is who	6virgin	6virgin is who	6virgin	6virgin is who	6virgin	6virgin is who	6virgin	6virgin is who	7groan																																					
the	-(e)d by	has been V+ing;	into	onto	6volunteer	6volunteer is who	6volunteer	6volunteer is who	6volunteer	6volunteer is who	6volunteer	6volunteer is who	6volunteer	6volunteer is who	6volunteer	6volunteer is who	6volunteer	6volunteer is who	7groovy																																					
the	-(e)d by	has been V+ing;	into	onto	6voyager	6voyager is who	6voyager	6voyager is who	6voyager	6voyager is who	6voyager	6voyager is who	6voyager	6voyager is who	6voyager	6voyager is who	6voyager	6voyager is who	7gross domestic product																																					
the	-(e)d by	has been V+ing;	into	onto	6walking disaster	6walking disaster is who	6walking disaster	6walking disaster is who	6walking disaster	6walking disaster is who	6walking disaster	6walking disaster is who	6walking disaster	6walking disaster is who	6walking disaster	6walking disaster is who	6walking disaster	6walking disaster is who	7gross national product																																					
the	-(e)d by	has been V+ing;	into	onto	6weather forecaster	6weather forecaster is who	6weather forecaster	6weather forecaster is who	6weather forecaster	6weather forecaster is who	6weather forecaster	6weather forecaster is who	6weather forecaster	6weather forecaster is who	6weather forecaster	6weather forecaster is who	6weather forecaster	6weather forecaster is who	7guesswork																																					
the	-(e)d by	has been V+ing;	into	onto	6weekender	6weekender is who	6weekender	6weekender is who	6weekender	6weekender is who	6weekender	6weekender is who	6weekender	6weekender is who	6weekender	6weekender is who	6weekender	6weekender is who	7guidelines																																					
the	-(e)d by	has been V+ing;	into	onto	6weightlifter	6weightlifter is who	6weightlifter	6weightlifter is who	6weightlifter	6weightlifter is who	6weightlifter	6weightlifter is who	6weightlifter	6weightlifter is who	6weightlifter	6weightlifter is who	6weightlifter	6weightlifter is who	7gunfire																																					
the	-(e)d by	has been V+ing;	into	onto	6weirdo	6weirdo is who	6weirdo	6weirdo is who	6weirdo	6weirdo is who	6weirdo	6weirdo is who	6weirdo	6weirdo is who	6weirdo	6weirdo is who	6weirdo	6weirdo is who	7gust																																					
the	-(e)d by	has been V+ing;	into	onto	6whore	6whore is who	6whore	6whore is who	6whore	6whore is who	6whore	6whore is who	6whore	6whore is who	6whore	6whore is who	6whore	6whore is who	7gut																																					
